row,source_id,class_id,class_name,split
532,ASASSN-V J211532.46-534602.7,2,RRAB,train
533,ASASSN-V J031956.70-331728.1,2,RRAB,test
534,ASASSN-V_J232543.04-572526.1,2,RRAB,test
535,ASASSN-V J213426.74+165320.9,2,RRAB,train
536,ASASSN-V_J133559.27-120244.0,2,RRAB,train
537,ASASSN-V J132251.90-104313.7,2,RRAB,train
538,ASASSN-V_J233511.93+050014.5,2,RRAB,train
539,ASASSN-V_J191004.21-504428.5,2,RRAB,train
540,ASASSN-V_J235500.46-155823.1,2,RRAB,train
541,ASASSN-V_J221410.40+102653.1,2,RRAB,train
542,ASASSN-V J024643.17+155952.7,2,RRAB,train
543,ASASSN-V J082916.65-222520.1,2,RRAB,train
544,ASASSN-V J215958.11-262439.4,2,RRAB,train
545,ASASSN-V J170355.64-645014.6,2,RRAB,test
546,ASASSN-V_J191355.69-475707.9,2,RRAB,train
547,ASASSN-V_J121015.88+272554.0,2,RRAB,train
548,ASASSN-V_J203345.78+013339.3,2,RRAB,train
549,ASASSN-V_J151623.99-101743.1,2,RRAB,train
550,ASASSN-V_J121443.59+254512.4,2,RRAB,train
551,ASASSN-V J105856.75-330706.2,2,RRAB,train
552,ASASSN-V J180054.04+261959.5,2,RRAB,train
553,ASASSN-V_J102451.39-384636.3,2,RRAB,train
554,ASASSN-V J204754.51-133242.3,2,RRAB,train
555,ASASSN-V J142858.22-295528.3,2,RRAB,train
556,ASASSN-V J200217.54-561610.4,2,RRAB,train
557,ASASSN-V J221212.10+230552.3,2,RRAB,test
558,ASASSN-V_J100503.27-082927.7,2,RRAB,train
559,ASASSN-V J164645.55-720423.7,2,RRAB,test
560,ASASSN-V_J072549.67+350147.4,2,RRAB,train
561,ASASSN-V J120337.36-071803.4,2,RRAB,train
562,ASASSN-V_J145645.79-040630.1,2,RRAB,train
563,ASASSN-V_J212755.54-264305.0,2,RRAB,train
564,ASASSN-V J134607.51-134114.9,2,RRAB,train
565,ASASSN-V J084754.28+130225.5,2,RRAB,train
566,ASASSN-V J182913.91+210418.5,2,RRAB,train
567,ASASSN-V J031533.85-442816.2,2,RRAB,train
568,ASASSN-V_J155336.73+614258.0,2,RRAB,train
569,ASASSN-V_J221303.89+182704.3,2,RRAB,train
570,ASASSN-V J102735.41-291046.0,2,RRAB,train
571,ASASSN-V J042225.32-553152.9,2,RRAB,train
572,ASASSN-V J210700.61-003952.3,2,RRAB,train
573,ASASSN-V J194910.15+825842.6,2,RRAB,train
574,ASASSN-V J150928.44-182556.3,2,RRAB,train
575,ASASSN-V_J165524.79+395534.6,2,RRAB,train
576,ASASSN-V J202119.32-441943.6,2,RRAB,train
577,ASASSN-V J175653.61+245446.3,2,RRAB,test
578,ASASSN-V J044938.78-325221.8,2,RRAB,train
579,ASASSN-V_J005035.51-052111.4,2,RRAB,train
580,ASASSN-V_J213530.98-390630.8,2,RRAB,test
581,ASASSN-V_J150658.24+193618.9,2,RRAB,train
582,ASASSN-V J205314.90-220405.5,2,RRAB,train
583,ASASSN-V_J213036.31-205945.9,2,RRAB,train
584,ASASSN-V_J214025.16+184917.0,2,RRAB,train
585,ASASSN-V_J060409.79-263325.4,2,RRAB,train
586,ASASSN-V_J185418.38-405314.6,2,RRAB,train
587,ASASSN-V_J083439.63-593204.4,2,RRAB,train
588,ASASSN-V J115014.80-152317.3,2,RRAB,test
589,ASASSN-V J204807.75-253457.6,2,RRAB,test
590,ASASSN-V_J085437.23+511621.7,2,RRAB,train
591,ASASSN-V_J232349.59+144932.1,2,RRAB,train
592,ASASSN-V J192346.41+343754.8,2,RRAB,train
593,ASASSN-V J212218.53+061503.6,2,RRAB,train
594,ASASSN-V J163506.65+060101.2,2,RRAB,train
595,ASASSN-V_J062857.98-640821.3,2,RRAB,train
596,ASASSN-V J021052.14+003755.7,2,RRAB,train
597,ASASSN-V_J113750.11-393616.7,2,RRAB,train
598,ASASSN-V_J064213.95-421655.1,2,RRAB,train
599,ASASSN-V_J004901.32+250531.6,2,RRAB,train
600,ASASSN-V J192614.03-575843.4,3,RRC,train
601,ASASSN-V J001736.89-563838.1,3,RRC,train
602,ASASSN-V J193958.76-130026.1,3,RRC,train
603,ASASSN-V_J050712.82-382956.2,3,RRC,train
604,ASASSN-V_J105123.65-101130.1,3,RRC,train
605,ASASSN-V_J192010.35-471333.3,3,RRC,train
606,ASASSN-V_J124410.34+035004.6,3,RRC,train
607,ASASSN-V J214821.86+343200.2,3,RRC,train
608,ASASSN-V J012052.34+214343.0,3,RRC,train
609,ASASSN-V J182940.92+404957.8,3,RRC,train
610,ASASSN-V J210047.00+350425.9,3,RRC,train
611,ASASSN-V_J193257.95-665724.1,3,RRC,train
612,ASASSN-V J153102.64-212838.8,3,RRC,train
613,ASASSN-V J132251.94-250524.8,3,RRC,train
614,ASASSN-V_J161607.95-052420.3,3,RRC,train
615,ASASSN-V J150632.40+050740.0,3,RRC,train
616,ASASSN-V J163256.81+050654.5,3,RRC,train
617,ASASSN-V_J233309.56-611553.0,3,RRC,train
618,ASASSN-V J201701.67-064510.3,3,RRC,train
619,ASASSN-V J171934.96-150519.6,3,RRC,train
620,ASASSN-V_J231834.54+135126.2,3,RRC,train
621,ASASSN-V J135405.24+004425.4,3,RRC,train
622,ASASSN-V_J134037.89+160630.5,3,RRC,train
623,ASASSN-V J230358.38-611524.5,3,RRC,train
624,ASASSN-V J121021.79-154359.9,3,RRC,train
625,ASASSN-V J210610.13-315234.4,3,RRC,train
626,ASASSN-V J065934.63-145432.9,3,RRC,train
627,ASASSN-V J100746.68-344424.3,3,RRC,test
628,ASASSN-V_J160611.55+332215.5,3,RRC,train
629,ASASSN-V J083711.58-184018.6,3,RRC,train
630,ASASSN-V J143351.10-660426.6,3,RRC,train
631,ASASSN-V_J094548.94-241730.9,3,RRC,train
632,ASASSN-V J161541.18-000524.2,3,RRC,train
633,ASASSN-V_J182741.44+625342.0,3,RRC,train
634,ASASSN-V J174812.31+310437.8,3,RRC,test
635,ASASSN-V J194200.79-600821.5,3,RRC,train
636,ASASSN-V J115859.01-133520.1,3,RRC,train
637,ASASSN-V J025615.72+350453.1,3,RRC,train
638,ASASSN-V J195541.14-473713.8,3,RRC,train
639,ASASSN-V_J222648.03-575855.5,3,RRC,train
640,ASASSN-V J210903.60-125757.6,3,RRC,train
641,ASASSN-V_J224300.31-544418.0,3,RRC,train
642,ASASSN-V J143857.90+073136.8,3,RRC,train
643,ASASSN-V J201445.30-350210.2,3,RRC,train
644,ASASSN-V J100643.11-391133.8,3,RRC,train
645,ASASSN-V_J034813.90-300056.8,3,RRC,train
646,ASASSN-V_J225001.59+091206.0,3,RRC,train
647,ASASSN-V J135037.46-403901.6,3,RRC,train
648,ASASSN-V J173010.81+452203.8,3,RRC,test
649,ASASSN-V J041727.04-385333.7,3,RRC,train
650,ASASSN-V J114926.10+551238.2,3,RRC,train
651,ASASSN-V J105521.82-373815.2,3,RRC,train
652,ASASSN-V_J122045.86-343428.0,3,RRC,train
653,ASASSN-V J080028.61-671840.0,3,RRC,train
654,ASASSN-V J203227.79-102010.5,3,RRC,train
655,ASASSN-V_J123707.16-055613.4,3,RRC,train
656,ASASSN-V J215230.47-100831.8,3,RRC,train
657,ASASSN-V_J064555.65-680322.6,3,RRC,train
658,ASASSN-V_J104427.16+051321.8,3,RRC,train
659,ASASSN-V J153853.66-303416.6,3,RRC,train
660,ASASSN-V J220344.97+212047.3,3,RRC,train
661,ASASSN-V J034349.56-132814.1,3,RRC,train
662,ASASSN-V J155907.93-012051.1,3,RRC,train
663,ASASSN-V J143056.26+560521.4,3,RRC,train
664,ASASSN-V J163334.50+084846.7,3,RRC,train
665,ASASSN-V_J075207.31-072800.1,3,RRC,test
666,ASASSN-V J094456.77+473031.0,3,RRC,train
667,ASASSN-V J214146.20+030812.8,3,RRC,train
668,ASASSN-V J152917.81+255631.9,3,RRC,train
669,ASASSN-V J192759.38-331922.3,3,RRC,train
670,ASASSN-V J234735.09-245508.3,3,RRC,test
671,ASASSN-V_J192753.61-501320.0,3,RRC,test
672,ASASSN-V J011642.66-375934.8,3,RRC,test
673,ASASSN-V J015310.17+012312.2,3,RRC,test
674,ASASSN-V J055924.57+031410.0,3,RRC,train
675,ASASSN-V_J161731.41+011628.1,3,RRC,train
676,ASASSN-V J142032.39-143202.0,3,RRC,train
677,ASASSN-V J170006.68-010419.0,3,RRC,train
678,ASASSN-V J122529.65-500814.3,3,RRC,train
679,ASASSN-V_J075819.27+381021.0,3,RRC,test
680,ASASSN-V J180612.96-571358.5,3,RRC,train
681,ASASSN-V J181801.57-372810.9,3,RRC,train
682,ASASSN-V_J080028.64-671840.0,3,RRC,train
683,ASASSN-V_J142243.95-195327.2,3,RRC,train
684,ASASSN-V_J003513.50-041501.1,3,RRC,train
685,ASASSN-V J113603.11-485848.6,3,RRC,test
686,ASASSN-V J105051.45-373539.0,3,RRC,train
687,ASASSN-V_J112203.96-310058.0,3,RRC,test
688,ASASSN-V J204742.33-152423.2,3,RRC,train
689,ASASSN-V J200441.27-264517.2,3,RRC,train
690,ASASSN-V_J191020.00-461955.5,3,RRC,train
691,ASASSN-V_J182034.03-404125.6,3,RRC,train
692,ASASSN-V J200021.37+011812.2,3,RRC,train
693,ASASSN-V J032645.81-572114.5,3,RRC,train
694,ASASSN-V J201332.15+065243.8,3,RRC,train
695,ASASSN-V J160039.42-300926.3,3,RRC,test
696,ASASSN-V J125919.33+122947.5,3,RRC,train
697,ASASSN-V_J125447.33+311645.1,3,RRC,train
698,ASASSN-V_J105927.92-142400.1,3,RRC,train
699,ASASSN-V J150949.69+083631.4,3,RRC,train
700,ASASSN-V J230851.68-771116.5,3,RRC,train
701,ASASSN-V_J154126.28-323501.6,3,RRC,train
702,ASASSN-V_J180228.71+422320.4,3,RRC,train
703,ASASSN-V J162310.19+023018.4,3,RRC,train
704,ASASSN-V J101938.86-463255.6,3,RRC,test
705,ASASSN-V J113208.69-341027.1,3,RRC,train
706,ASASSN-V_J154441.18+480650.5,3,RRC,train
707,ASASSN-V_J133616.14+053550.3,3,RRC,train
708,ASASSN-V_J173009.88+164643.4,3,RRC,train
709,ASASSN-V_J032327.61-720741.9,3,RRC,train
710,ASASSN-V J210047.47+145245.5,3,RRC,test
711,ASASSN-V J214120.35-295341.0,3,RRC,train
712,ASASSN-V_J081227.24-771941.9,3,RRC,train
713,ASASSN-V J092556.60+255616.9,3,RRC,train
714,ASASSN-V J161747.34+590408.2,3,RRC,train
715,ASASSN-V_J080216.80+213103.8,3,RRC,train
716,ASASSN-V_J184826.04-393717.1,3,RRC,train
717,ASASSN-V J123820.43-310247.7,3,RRC,train
718,ASASSN-V_J153000.74+542358.9,3,RRC,train
719,ASASSN-V_J184245.03+582350.9,3,RRC,test
720,ASASSN-V J150439.88+170811.5,3,RRC,train
721,ASASSN-V_J210801.39-392808.4,3,RRC,train
722,ASASSN-V J182653.59-375019.0,3,RRC,train
723,ASASSN-V J195800.16-651934.8,3,RRC,train
724,ASASSN-V J023940.69-332602.6,3,RRC,train
725,ASASSN-V J084723.81-002532.8,3,RRC,train
726,ASASSN-V J174901.32+375047.5,3,RRC,train
727,ASASSN-V_J105938.24-253712.2,3,RRC,train
728,ASASSN-V J141203.91-764300.9,3,RRC,test
729,ASASSN-V J144641.54-343703.8,3,RRC,train
730,ASASSN-V_J091011.77+035859.4,3,RRC,train
731,ASASSN-V_J133343.06-320454.8,3,RRC,test
732,ASASSN-V J203838.74-021146.5,3,RRC,train
733,ASASSN-V J205922.75-270807.8,3,RRC,train
734,ASASSN-V_J082826.46+381912.5,3,RRC,train
735,ASASSN-V J131352.96-170039.8,3,RRC,train
736,ASASSN-V J185822.67-713840.2,3,RRC,train
737,ASASSN-V_J214631.95-083701.9,3,RRC,train
738,ASASSN-V_J184253.07+253441.1,3,RRC,train
739,ASASSN-V J050302.42-320117.9,3,RRC,train
740,ASASSN-V J223251.20-024906.7,3,RRC,train
741,ASASSN-V J095328.32+020326.4,3,RRC,train
742,ASASSN-V_J162429.27+025407.4,3,RRC,train
743,ASASSN-V J203922.51-010346.2,3,RRC,train
744,ASASSN-V_J133153.84+041729.4,3,RRC,train
745,ASASSN-V_J154518.77-321932.0,3,RRC,train
746,ASASSN-V J090002.29+273929.1,3,RRC,train
747,ASASSN-V J222936.38-453732.6,3,RRC,train
748,ASASSN-V J180250.80-475031.7,3,RRC,train
749,ASASSN-V_J134048.26-331214.7,3,RRC,train
750,ASASSN-V J184233.83+420948.6,3,RRC,train
751,ASASSN-V_J130103.00-223323.3,3,RRC,train
752,ASASSN-V_J210236.07+063500.5,3,RRC,train
753,ASASSN-V J140037.89-212438.2,3,RRC,train
754,ASASSN-V_J134404.85+413846.0,3,RRC,train
755,ASASSN-V J020739.14-774847.4,3,RRC,train
756,ASASSN-V J143929.67-335127.5,3,RRC,train
757,ASASSN-V J211344.98-301039.3,3,RRC,train
758,ASASSN-V_J215602.02+001736.1,3,RRC,train
759,ASASSN-V J234737.74-181013.2,3,RRC,train
760,ASASSN-V J182332.92+093706.8,3,RRC,train
761,ASASSN-V J224254.52-232115.6,3,RRC,train
762,ASASSN-V_J100054.93+012341.0,3,RRC,train
763,ASASSN-V_J191305.97-412922.4,3,RRC,train
764,ASASSN-V J180319.09-575308.2,3,RRC,train
765,ASASSN-V_J220925.01+125228.2,3,RRC,train
766,ASASSN-V J184429.87+665205.4,3,RRC,train
767,ASASSN-V J161741.93-044806.3,3,RRC,train
768,ASASSN-V J154715.23+052128.8,3,RRC,train
769,ASASSN-V J101252.11+045300.1,3,RRC,train
770,ASASSN-V_J200843.57-295624.6,3,RRC,test
771,ASASSN-V J205333.57+325358.7,3,RRC,train
772,ASASSN-V J141315.05-435717.9,3,RRC,train
773,ASASSN-V J064240.12+295328.7,3,RRC,train
774,ASASSN-V_J192153.61-184519.6,3,RRC,train
775,ASASSN-V J185235.22-541338.4,3,RRC,train
776,ASASSN-V J185859.63-434240.8,3,RRC,train
777,ASASSN-V_J152605.11+690725.5,3,RRC,train
778,ASASSN-V J073240.76+413738.6,3,RRC,train
779,ASASSN-V_J054623.40-485902.6,3,RRC,train
780,ASASSN-V J085049.44+161836.9,3,RRC,train
781,ASASSN-V J174030.51+275057.0,3,RRC,train
782,ASASSN-V J151547.26-131040.4,3,RRC,train
783,ASASSN-V J184752.06-532556.1,3,RRC,train
784,ASASSN-V J145405.62-275856.6,3,RRC,train
785,ASASSN-V_J165957.93+121107.5,3,RRC,train
786,ASASSN-V J203233.52+821521.2,3,RRC,train
787,ASASSN-V J234133.43+330855.5,3,RRC,train
788,ASASSN-V J160546.17-281630.4,3,RRC,train
789,ASASSN-V J162811.50+092708.3,3,RRC,train
790,ASASSN-V J050626.60-312343.4,3,RRC,train
791,ASASSN-V_J042002.91-730358.6,3,RRC,train
792,ASASSN-V J235057.24+084541.7,3,RRC,train
793,ASASSN-V J222519.68+102150.3,3,RRC,test
794,ASASSN-V_J155018.90+155147.7,3,RRC,train
795,ASASSN-V_J194031.58-223506.5,3,RRC,train
796,ASASSN-V_J061626.85-592142.0,3,RRC,train
797,ASASSN-V J050712.86-382956.4,3,RRC,test
798,ASASSN-V_J153158.08-200750.7,3,RRC,train
799,ASASSN-V J092840.92-374652.8,3,RRC,train
